question,answer,subject,predicate,object
龙岩高岭土股份有限公司的行业大类是？,金融控股集团,龙岩高岭土股份有限公司,行业大类,金融控股集团
沈阳机床股份有限公司的董事？,张黎明,沈阳机床股份有限公司,董事,张黎明
温书林的年龄？,57,温书林,年龄,57
温能全的年龄是？,53,温能全,年龄,53
朱守国的年龄？,56,朱守国,年龄,56
黄华伦的年龄是？,45,黄华伦,年龄,45
江西省百乐米业股份有限公司的信用评级是多少？,优,江西省百乐米业股份有限公司,信用评级,优
刘恩国的年龄是？,50,刘恩国,年龄,50
宁波亿兴企业管理有限责任公司的信用评级是？,差,宁波亿兴企业管理有限责任公司,信用评级,差
东方金钰股份有限公司的监事？,李林,东方金钰股份有限公司,监事,李林
江西长运股份有限公司的行业大类？,投资公司,江西长运股份有限公司,行业大类,投资公司
江苏国信股份有限公司的监事？,倪洪菊,江苏国信股份有限公司,监事,倪洪菊
沈阳机床股份有限公司的监事是谁？,申聪,沈阳机床股份有限公司,监事,申聪
天马轴承集团股份有限公司的董事是谁？,张云龙,天马轴承集团股份有限公司,董事,张云龙
云南云维股份有限公司的董事？,喻翔,云南云维股份有限公司,董事,喻翔
石瑜的年龄是多少？,66,石瑜,年龄,66
青岛广林置业有限公司的信用评级是什么？,暂无评级,青岛广林置业有限公司,信用评级,暂无评级
王敏的年龄？,20,王敏,年龄,20
王军生的年龄多大？,24,王军生,年龄,24
江苏保千里视像科技集团股份有限公司的董事？,张振义,江苏保千里视像科技集团股份有限公司,董事,张振义
上海汇衍置业有限公司的违规类型是多少？,无,上海汇衍置业有限公司,违规类型,无
枣庄百俊房地产开发有限公司的行业大类是啥？,资产管理公司,枣庄百俊房地产开发有限公司,行业大类,资产管理公司
山东扬润营造房地产开发有限责任公司的违规类型？,信息披露虚假或严重误导性陈述,山东扬润营造房地产开发有限责任公司,违规类型,信息披露虚假或严重误导性陈述
上海世茂股份有限公司的董事是谁？,许荣茂,上海世茂股份有限公司,董事,许荣茂
何万英的年龄多大？,52,何万英,年龄,52
Heinz Pichler的年龄多大？,20,Heinz Pichler,年龄,20
浙江国祥股份有限公司的债券类型是啥？,保险公司债,浙江国祥股份有限公司,债券类型,保险公司债
协鑫集成科技股份有限公司的董事？,倪开禄,协鑫集成科技股份有限公司,董事,倪开禄
乐视网信息技术（北京）股份有限公司的监事是？,刘洁,乐视网信息技术（北京）股份有限公司,监事,刘洁
浙江五芳斋实业股份有限公司的违规类型是多少？,未及时披露公司重大事件,浙江五芳斋实业股份有限公司,违规类型,未及时披露公司重大事件
刘守豹的年龄是？,56,刘守豹,年龄,56
上海融御置地有限公司的债券类型？,可转换债券,上海融御置地有限公司,债券类型,可转换债券
徐艳华的年龄是？,25,徐艳华,年龄,25
金湖县金信担保有限公司的董事是谁？,李宝常,金湖县金信担保有限公司,董事,李宝常
枣庄市恒庆房地产开发有限公司的担保是哪个公司？,苏州丰东热处理技术有限公司,枣庄市恒庆房地产开发有限公司,担保,苏州丰东热处理技术有限公司
福建众和股份有限公司的董事？,唐予华,福建众和股份有限公司,董事,唐予华
山东龙力生物科技股份有限公司的信用评级是啥？,优,山东龙力生物科技股份有限公司,信用评级,优
诸城外贸有限责任公司的信用评级？,优,诸城外贸有限责任公司,信用评级,优
深圳市索菱实业股份有限公司的董事是？,庞晓宇,深圳市索菱实业股份有限公司,董事,庞晓宇
王建平的年龄是？,67,王建平,年龄,67
广州粤泰集团股份有限公司的董事？,黎湛,广州粤泰集团股份有限公司,董事,黎湛
北讯集团股份有限公司的监事？,庞晓宇,北讯集团股份有限公司,监事,庞晓宇
派芬自控（上海）股份有限公司的监事？,潘志华,派芬自控（上海）股份有限公司,监事,潘志华
江西长运股份有限公司的董事？,王九庆,江西长运股份有限公司,董事,王九庆
刘淳的年龄多大？,58,刘淳,年龄,58
浙江长兴求是膜技术有限公司的监事是谁？,王玉民,浙江长兴求是膜技术有限公司,监事,王玉民
惠州亿纬集能有限公司的信用评级？,差,惠州亿纬集能有限公司,信用评级,差
杨钧的年龄？,55,杨钧,年龄,55
江苏茅山置业投资有限公司的信用评级是啥？,差,江苏茅山置业投资有限公司,信用评级,差
珠海市金谷园投资有限公司的供应商是？,温州瑞乾置业有限公司,珠海市金谷园投资有限公司,供应商,温州瑞乾置业有限公司
吕晓金的年龄？,43,吕晓金,年龄,43
北京金一文化发展股份有限公司的董事是？,缪文彬,北京金一文化发展股份有限公司,董事,缪文彬
林州重机集团股份有限公司的监事？,郭松生,林州重机集团股份有限公司,监事,郭松生
金正大生态工程集团股份有限公司的董事？,崔彬,金正大生态工程集团股份有限公司,董事,崔彬
绍兴仁昌酱园有限公司的行业大类是什么？,证券公司,绍兴仁昌酱园有限公司,行业大类,证券公司
江苏保千里视像科技集团股份有限公司的违规类型是？,业绩预测结果不准确或不及时,江苏保千里视像科技集团股份有限公司,违规类型,业绩预测结果不准确或不及时
李铁军的年龄多大？,23,李铁军,年龄,23
广东德达实业有限公司的行业大类是啥？,担保公司,广东德达实业有限公司,行业大类,担保公司
西浦教育投资管理（太仓）有限公司的信用评级是多少？,差,西浦教育投资管理（太仓）有限公司,信用评级,差
新大洲控股股份有限公司的董事？,董彬,新大洲控股股份有限公司,董事,董彬
周宏的年龄是多少？,27,周宏,年龄,27
神雾环保技术股份有限公司的董事是谁？,汪月祥,神雾环保技术股份有限公司,董事,汪月祥
北京凯文德信教育科技股份有限公司的监事是谁？,李永远,北京凯文德信教育科技股份有限公司,监事,李永远
绵阳市三汇房地产开发有限责任公司的行业大类是多少？,其它,绵阳市三汇房地产开发有限责任公司,行业大类,其它
银基烯碳新材料集团股份有限公司的监事是？,余为梁,银基烯碳新材料集团股份有限公司,监事,余为梁
马春华的年龄是多少？,49,马春华,年龄,49
云南云维股份有限公司的收益是多少？,9481170,云南云维股份有限公司,收益,9481170
哈尔滨秋林集团股份有限公司的行业大类是什么？,投资公司,哈尔滨秋林集团股份有限公司,行业大类,投资公司
江西长运股份有限公司的董事？,刘钢,江西长运股份有限公司,董事,刘钢
广州合景控股集团有限公司的收入是多少？,4076016,广州合景控股集团有限公司,收入,4076016
义乌市天然气有限公司的分红方式是？,不分配,义乌市天然气有限公司,分红方式,不分配
刘兴祥的年龄是多少？,22,刘兴祥,年龄,22
王琳的年龄多大？,39,王琳,年龄,39
博爱县投资集团有限公司的分红方式是多少？,现金分红,博爱县投资集团有限公司,分红方式,现金分红
邻水县燃气有限责任公司的违规类型是？,其它信息披露违规,邻水县燃气有限责任公司,违规类型,其它信息披露违规
张泓铭的年龄多大？,60,张泓铭,年龄,60
唐山碧兆房地产开发有限公司的违规类型是？,无,唐山碧兆房地产开发有限公司,违规类型,无
河南中孚实业股份有限公司的董事是谁？,刘红霞,河南中孚实业股份有限公司,董事,刘红霞
新大洲控股股份有限公司的董事是？,许新跃,新大洲控股股份有限公司,董事,许新跃
乐视网信息技术（北京）股份有限公司的监事是谁？,唐富文,乐视网信息技术（北京）股份有限公司,监事,唐富文
张跃龙的年龄是多少？,64,张跃龙,年龄,64
安阳龙宇投资管理有限公司的信用评级是啥？,优,安阳龙宇投资管理有限公司,信用评级,优
天地源股份有限公司的董事？,白永秀,天地源股份有限公司,董事,白永秀
唯品会（中国）有限公司的违规类型是什么？,违规交易,唯品会（中国）有限公司,违规类型,违规交易
确山县产业集聚区投融资有限公司的分红方式是什么？,送股,确山县产业集聚区投融资有限公司,分红方式,送股
福建众和股份有限公司的董事是？,章家乐,福建众和股份有限公司,董事,章家乐
北京华业资本控股股份有限公司的董事是？,云珍,北京华业资本控股股份有限公司,董事,云珍
南京裕辰房地产开发有限公司的行业大类是啥？,寿险公司,南京裕辰房地产开发有限公司,行业大类,寿险公司
凌飞集团有限公司的客户是？,临汾农都市场开发有限公司,凌飞集团有限公司,客户,临汾农都市场开发有限公司
江西长运股份有限公司的信用评级是啥？,差,江西长运股份有限公司,信用评级,差
王争的年龄是多少？,58,王争,年龄,58
杨晴的年龄是多少？,60,杨晴,年龄,60
淳安千岛湖湖畔旅游开发有限公司的分红方式是啥？,现金分红,淳安千岛湖湖畔旅游开发有限公司,分红方式,现金分红
淄博和鸣置业有限公司的担保是哪个公司？,牧田（中国）有限公司,淄博和鸣置业有限公司,担保,牧田（中国）有限公司
宁波梅西滚装码头有限公司的信用评级是多少？,差,宁波梅西滚装码头有限公司,信用评级,差
重庆鸿业实业（集团）有限公司的违规类型是多少？,无,重庆鸿业实业（集团）有限公司,违规类型,无
张华龙的年龄是？,50,张华龙,年龄,50
常熟筑虞房地产开发有限公司的违规类型？,涉嫌违反证券法律法规,常熟筑虞房地产开发有限公司,违规类型,涉嫌违反证券法律法规
西安炬坤房地产开发有限公司的信用评级是？,暂无评级,西安炬坤房地产开发有限公司,信用评级,暂无评级
马兵兵的年龄？,40,马兵兵,年龄,40
吴青谊的年龄是？,56,吴青谊,年龄,56
宝鸡烨坤置业有限公司的担保是哪家公司？,南京金基通产置业有限公司,宝鸡烨坤置业有限公司,担保,南京金基通产置业有限公司
侯文全的年龄？,69,侯文全,年龄,69
青岛海宸房地产开发有限公司的债券类型？,企业债,青岛海宸房地产开发有限公司,债券类型,企业债
深圳市彩生活服务集团有限公司的行业大类？,投资公司,深圳市彩生活服务集团有限公司,行业大类,投资公司
永泰能源股份有限公司的董事？,王军,永泰能源股份有限公司,董事,王军
